lead_id,email,company_name,created_date,converted,deal_size,close_date,sales_cycle_days
CRM-00276,contact276@company26.com,Company 76,2024-12-19 23:24:28.945460,0,0.0,,
CRM-00277,contact277@company27.com,Company 77,2024-12-17 23:24:28.945460,0,0.0,,
CRM-00278,contact278@company28.com,Company 78,2025-10-31 23:24:28.945460,0,0.0,,
CRM-00279,contact279@company29.com,Company 79,2025-06-03 23:24:28.945460,1,110145821.79,2025-10-16 23:24:28.945460,135.0
CRM-00280,contact280@company30.com,Company 80,2025-06-30 23:24:28.945460,0,0.0,,
CRM-00281,contact281@company31.com,Company 81,2025-10-23 23:24:28.945460,0,0.0,,
CRM-00282,contact282@company32.com,Company 82,2024-09-20 23:24:28.945460,0,0.0,,
CRM-00283,contact283@company33.com,Company 83,2024-10-27 23:24:28.945460,0,0.0,,
CRM-00284,contact284@company34.com,Company 84,2025-11-05 23:24:28.945460,0,0.0,,
CRM-00285,contact285@company35.com,Company 85,2025-09-12 23:24:28.945460,0,0.0,,
CRM-00286,contact286@company36.com,Company 86,2025-03-11 23:24:28.945460,0,0.0,,
CRM-00287,contact287@company37.com,Company 87,2025-09-02 23:24:28.945460,0,0.0,,
CRM-00288,contact288@company38.com,Company 88,2024-04-02 23:24:28.945460,0,0.0,,
CRM-00289,contact289@company39.com,Company 89,2025-09-04 23:24:28.945460,0,0.0,,
CRM-00290,contact290@company40.com,Company 90,2024-07-12 23:24:28.945460,0,0.0,,
CRM-00291,contact291@company41.com,Company 91,2025-01-10 23:24:28.945460,1,7529130.09,2025-04-05 23:24:28.945460,85.0
CRM-00292,contact292@company42.com,Company 92,2025-05-11 23:24:28.945460,0,0.0,,
CRM-00293,contact293@company43.com,Company 93,2024-09-26 23:24:28.945460,0,0.0,,
CRM-00294,contact294@company44.com,Company 94,2025-01-16 23:24:28.945460,1,152990933.95,2025-03-21 23:24:28.945460,64.0
CRM-00295,contact295@company45.com,Company 95,2025-09-30 23:24:28.945460,1,7232770.88,2026-03-13 23:24:28.945460,164.0
CRM-00296,contact296@company46.com,Company 96,2025-08-01 23:24:28.945460,0,0.0,,
CRM-00297,contact297@company47.com,Company 97,2025-01-07 23:24:28.945460,0,0.0,,
CRM-00298,contact298@company48.com,Company 98,2024-05-13 23:24:28.945460,0,0.0,,
CRM-00299,contact299@company49.com,Company 99,2026-01-10 23:24:28.945460,0,0.0,,
CRM-00300,contact300@company0.com,Company 0,2024-03-26 23:24:28.945460,0,0.0,,
CRM-00301,contact301@company1.com,Company 1,2024-11-09 23:24:28.945460,0,0.0,,
CRM-00302,contact302@company2.com,Company 2,2024-10-30 23:24:28.945460,0,0.0,,
CRM-00303,contact303@company3.com,Company 3,2025-02-02 23:24:28.945460,0,0.0,,
CRM-00304,contact304@company4.com,Company 4,2026-01-21 23:24:28.945460,1,23290369.86,2026-05-26 23:24:28.945460,125.0
CRM-00305,contact305@company5.com,Company 5,2024-04-13 23:24:28.945460,0,0.0,,
CRM-00306,contact306@company6.com,Company 6,2026-01-05 23:24:28.945460,1,238577817.09,2026-04-23 23:24:28.945460,108.0
CRM-00307,contact307@company7.com,Company 7,2025-06-27 23:24:28.945460,0,0.0,,
CRM-00308,contact308@company8.com,Company 8,2025-02-12 23:24:28.945460,0,0.0,,
CRM-00309,contact309@company9.com,Company 9,2024-07-29 23:24:28.945460,0,0.0,,
CRM-00310,contact310@company10.com,Company 10,2024-12-01 23:24:28.945460,0,0.0,,
CRM-00311,contact311@company11.com,Company 11,2025-05-05 23:24:28.945460,0,0.0,,
CRM-00312,contact312@company12.com,Company 12,2026-01-16 23:24:28.945460,1,5697339.7,2026-03-04 23:24:28.945460,47.0
CRM-00313,contact313@company13.com,Company 13,2025-07-01 23:24:28.945460,0,0.0,,
CRM-00314,contact314@company14.com,Company 14,2025-05-11 23:24:28.945460,0,0.0,,
CRM-00315,contact315@company15.com,Company 15,2024-06-13 23:24:28.945460,1,65698818.66,2024-10-07 23:24:28.945460,116.0
CRM-00316,contact316@company16.com,Company 16,2025-05-04 23:24:28.945460,0,0.0,,
CRM-00317,contact317@company17.com,Company 17,2024-10-19 23:24:28.945460,0,0.0,,
CRM-00318,contact318@company18.com,Company 18,2024-11-16 23:24:28.945460,0,0.0,,
CRM-00319,contact319@company19.com,Company 19,2024-04-24 23:24:28.945460,0,0.0,,
CRM-00320,contact320@company20.com,Company 20,2024-09-14 23:24:28.945460,1,49652723.35,2024-11-23 23:24:28.945460,70.0
CRM-00321,contact321@company21.com,Company 21,2024-08-14 23:24:28.945460,1,30089258.37,2024-12-05 23:24:28.945460,113.0
CRM-00322,contact322@company22.com,Company 22,2025-08-04 23:24:28.945460,0,0.0,,
CRM-00323,contact323@company23.com,Company 23,2025-12-25 23:24:28.945460,1,129946981.53,2026-05-26 23:24:28.945460,152.0
CRM-00324,contact324@company24.com,Company 24,2024-09-18 23:24:28.945460,0,0.0,,
CRM-00325,contact325@company25.com,Company 25,2026-01-26 23:24:28.945460,0,0.0,,
CRM-00326,contact326@company26.com,Company 26,2025-08-24 23:24:28.945460,0,0.0,,
CRM-00327,contact327@company27.com,Company 27,2025-07-07 23:24:28.945460,1,284964125.64,2025-09-19 23:24:28.945460,74.0
CRM-00328,contact328@company28.com,Company 28,2025-09-07 23:24:28.945460,1,229838891.81,2025-11-06 23:24:28.945460,60.0
CRM-00329,contact329@company29.com,Company 29,2024-10-23 23:24:28.945460,1,2938959.75,2025-02-23 23:24:28.945460,123.0
CRM-00330,contact330@company30.com,Company 30,2025-12-28 23:24:28.945460,1,49266946.1,2026-06-08 23:24:28.945460,162.0
CRM-00331,contact331@company31.com,Company 31,2025-02-04 23:24:28.945460,1,219896387.56,2025-05-08 23:24:28.945460,93.0
CRM-00332,contact332@company32.com,Company 32,2024-09-12 23:24:28.945460,0,0.0,,
CRM-00333,contact333@company33.com,Company 33,2025-11-05 23:24:28.945460,0,0.0,,
CRM-00334,contact334@company34.com,Company 34,2026-01-06 23:24:28.945460,0,0.0,,
CRM-00335,contact335@company35.com,Company 35,2025-05-08 23:24:28.945460,0,0.0,,
CRM-00336,contact336@company36.com,Company 36,2025-02-28 23:24:28.945460,0,0.0,,
CRM-00337,contact337@company37.com,Company 37,2024-10-03 23:24:28.945460,0,0.0,,
CRM-00338,contact338@company38.com,Company 38,2025-04-16 23:24:28.945460,0,0.0,,
CRM-00339,contact339@company39.com,Company 39,2025-08-15 23:24:28.945460,0,0.0,,
CRM-00340,contact340@company40.com,Company 40,2024-06-15 23:24:28.945460,0,0.0,,
CRM-00341,contact341@company41.com,Company 41,2025-11-05 23:24:28.945460,0,0.0,,
CRM-00342,contact342@company42.com,Company 42,2024-03-14 23:24:28.945460,0,0.0,,
CRM-00343,contact343@company43.com,Company 43,2025-10-19 23:24:28.945460,1,100736763.4,2026-02-03 23:24:28.945460,107.0
CRM-00344,contact344@company44.com,Company 44,2025-08-05 23:24:28.945460,1,86955819.98,2025-10-02 23:24:28.945460,58.0
CRM-00345,contact345@company45.com,Company 45,2025-06-04 23:24:28.945460,0,0.0,,
CRM-00346,contact346@company46.com,Company 46,2025-09-04 23:24:28.945460,1,38651275.82,2025-12-01 23:24:28.945460,88.0
CRM-00347,contact347@company47.com,Company 47,2025-06-01 23:24:28.945460,0,0.0,,
CRM-00348,contact348@company48.com,Company 48,2025-03-26 23:24:28.945460,0,0.0,,
CRM-00349,contact349@company49.com,Company 49,2025-10-07 23:24:28.945460,1,42925061.24,2025-12-14 23:24:28.945460,68.0
CRM-00350,contact350@company0.com,Company 50,2026-01-25 23:24:28.945460,0,0.0,,
CRM-00351,contact351@company1.com,Company 51,2024-07-26 23:24:28.945460,0,0.0,,
CRM-00352,contact352@company2.com,Company 52,2024-07-22 23:24:28.945460,0,0.0,,
CRM-00353,contact353@company3.com,Company 53,2025-03-26 23:24:28.945460,0,0.0,,
CRM-00354,contact354@company4.com,Company 54,2024-03-28 23:24:28.945460,1,62507502.6,2024-09-01 23:24:28.945460,157.0
CRM-00355,contact355@company5.com,Company 55,2024-05-27 23:24:28.945460,1,15074788.18,2024-09-18 23:24:28.945460,114.0
CRM-00356,contact356@company6.com,Company 56,2025-04-30 23:24:28.945460,1,66603511.21,2025-06-06 23:24:28.945460,37.0
CRM-00357,contact357@company7.com,Company 57,2024-04-20 23:24:28.945460,1,95437914.94,2024-09-15 23:24:28.945460,148.0
CRM-00358,contact358@company8.com,Company 58,2024-05-14 23:24:28.945460,0,0.0,,
CRM-00359,contact359@company9.com,Company 59,2025-09-10 23:24:28.945460,0,0.0,,
CRM-00360,contact360@company10.com,Company 60,2024-10-10 23:24:28.945460,0,0.0,,
CRM-00361,contact361@company11.com,Company 61,2025-01-22 23:24:28.945460,0,0.0,,
CRM-00362,contact362@company12.com,Company 62,2025-10-31 23:24:28.945460,0,0.0,,
CRM-00363,contact363@company13.com,Company 63,2025-01-15 23:24:28.945460,0,0.0,,
CRM-00364,contact364@company14.com,Company 64,2025-06-11 23:24:28.945460,1,8410472.82,2025-09-20 23:24:28.945460,101.0
CRM-00365,contact365@company15.com,Company 65,2025-08-20 23:24:28.945460,0,0.0,,
CRM-00366,contact366@company16.com,Company 66,2026-01-04 23:24:28.945460,0,0.0,,
CRM-00367,contact367@company17.com,Company 67,2024-10-23 23:24:28.945460,0,0.0,,
CRM-00368,contact368@company18.com,Company 68,2024-04-01 23:24:28.945460,0,0.0,,
CRM-00369,contact369@company19.com,Company 69,2024-08-23 23:24:28.945460,0,0.0,,
CRM-00370,contact370@company20.com,Company 70,2024-12-31 23:24:28.945460,0,0.0,,
CRM-00371,contact371@company21.com,Company 71,2024-09-05 23:24:28.945460,0,0.0,,
CRM-00372,contact372@company22.com,Company 72,2024-09-24 23:24:28.945460,0,0.0,,
CRM-00373,contact373@company23.com,Company 73,2026-01-07 23:24:28.945460,1,5238746.9,2026-05-05 23:24:28.945460,118.0
CRM-00374,contact374@company24.com,Company 74,2024-03-29 23:24:28.945460,0,0.0,,
CRM-00375,contact375@company25.com,Company 75,2026-01-23 23:24:28.945460,0,0.0,,
CRM-00376,contact376@company26.com,Company 76,2025-03-28 23:24:28.945460,0,0.0,,
CRM-00377,contact377@company27.com,Company 77,2024-09-18 23:24:28.945460,0,0.0,,
CRM-00378,contact378@company28.com,Company 78,2025-01-08 23:24:28.945460,0,0.0,,
CRM-00379,contact379@company29.com,Company 79,2024-04-29 23:24:28.945460,0,0.0,,
CRM-00380,contact380@company30.com,Company 80,2024-10-29 23:24:28.945460,0,0.0,,
CRM-00381,contact381@company31.com,Company 81,2025-09-22 23:24:28.945460,0,0.0,,
CRM-00382,contact382@company32.com,Company 82,2025-11-12 23:24:28.945460,0,0.0,,
CRM-00383,contact383@company33.com,Company 83,2025-02-23 23:24:28.945460,0,0.0,,
CRM-00384,contact384@company34.com,Company 84,2025-12-23 23:24:28.945460,0,0.0,,
CRM-00385,contact385@company35.com,Company 85,2024-04-18 23:24:28.945460,0,0.0,,
CRM-00386,contact386@company36.com,Company 86,2024-03-16 23:24:28.945460,0,0.0,,
CRM-00387,contact387@company37.com,Company 87,2024-07-17 23:24:28.945460,1,110991772.64,2024-10-08 23:24:28.945460,83.0
CRM-00388,contact388@company38.com,Company 88,2025-08-06 23:24:28.945460,0,0.0,,
CRM-00389,contact389@company39.com,Company 89,2025-10-10 23:24:28.945460,0,0.0,,
CRM-00390,contact390@company40.com,Company 90,2025-09-15 23:24:28.945460,0,0.0,,
CRM-00391,contact391@company41.com,Company 91,2025-04-04 23:24:28.945460,0,0.0,,
CRM-00392,contact392@company42.com,Company 92,2024-07-22 23:24:28.945460,0,0.0,,
CRM-00393,contact393@company43.com,Company 93,2025-03-07 23:24:28.945460,0,0.0,,
CRM-00394,contact394@company44.com,Company 94,2025-04-13 23:24:28.945460,0,0.0,,
CRM-00395,contact395@company45.com,Company 95,2024-03-22 23:24:28.945460,0,0.0,,
CRM-00396,contact396@company46.com,Company 96,2024-04-01 23:24:28.945460,0,0.0,,
CRM-00397,contact397@company47.com,Company 97,2025-12-20 23:24:28.945460,0,0.0,,
CRM-00398,contact398@company48.com,Company 98,2024-11-25 23:24:28.945460,1,8723850.0,2025-03-08 23:24:28.945460,103.0
CRM-00399,contact399@company49.com,Company 99,2024-06-09 23:24:28.945460,0,0.0,,
CRM-00400,contact400@company0.com,Company 0,2025-05-24 23:24:28.945460,0,0.0,,
CRM-00401,contact401@company1.com,Company 1,2025-12-21 23:24:28.945460,0,0.0,,
CRM-00402,contact402@company2.com,Company 2,2024-07-20 23:24:28.945460,0,0.0,,
CRM-00403,contact403@company3.com,Company 3,2024-06-02 23:24:28.945460,0,0.0,,
CRM-00404,contact404@company4.com,Company 4,2026-02-07 23:24:28.945460,0,0.0,,
CRM-00405,contact405@company5.com,Company 5,2025-11-01 23:24:28.945460,0,0.0,,
CRM-00406,contact406@company6.com,Company 6,2025-07-31 23:24:28.945460,1,52812083.76,2026-01-09 23:24:28.945460,162.0
CRM-00407,contact407@company7.com,Company 7,2025-02-27 23:24:28.945460,0,0.0,,
CRM-00408,contact408@company8.com,Company 8,2025-12-27 23:24:28.945460,0,0.0,,
CRM-00409,contact409@company9.com,Company 9,2024-04-27 23:24:28.945460,0,0.0,,
CRM-00410,contact410@company10.com,Company 10,2025-05-19 23:24:28.945460,0,0.0,,
CRM-00411,contact411@company11.com,Company 11,2025-02-07 23:24:28.945460,0,0.0,,
CRM-00412,contact412@company12.com,Company 12,2024-05-17 23:24:28.945460,0,0.0,,
CRM-00413,contact413@company13.com,Company 13,2025-10-29 23:24:28.945460,0,0.0,,
CRM-00414,contact414@company14.com,Company 14,2024-04-13 23:24:28.945460,0,0.0,,
CRM-00415,contact415@company15.com,Company 15,2024-04-24 23:24:28.945460,1,90283889.06,2024-06-17 23:24:28.945460,54.0
CRM-00416,contact416@company16.com,Company 16,2024-04-26 23:24:28.945460,0,0.0,,
CRM-00417,contact417@company17.com,Company 17,2025-10-15 23:24:28.945460,0,0.0,,
CRM-00418,contact418@company18.com,Company 18,2024-06-18 23:24:28.945460,1,50890406.57,2024-12-05 23:24:28.945460,170.0
CRM-00419,contact419@company19.com,Company 19,2025-12-16 23:24:28.945460,0,0.0,,
CRM-00420,contact420@company20.com,Company 20,2025-03-03 23:24:28.945460,1,4762137.13,2025-05-23 23:24:28.945460,81.0
CRM-00421,contact421@company21.com,Company 21,2024-10-26 23:24:28.945460,0,0.0,,
CRM-00422,contact422@company22.com,Company 22,2025-10-18 23:24:28.945460,0,0.0,,
CRM-00423,contact423@company23.com,Company 23,2025-10-08 23:24:28.945460,0,0.0,,
CRM-00424,contact424@company24.com,Company 24,2025-01-15 23:24:28.945460,0,0.0,,
CRM-00425,contact425@company25.com,Company 25,2024-05-12 23:24:28.945460,1,32273200.14,2024-11-03 23:24:28.945460,175.0
CRM-00426,contact426@company26.com,Company 26,2025-12-16 23:24:28.945460,0,0.0,,
CRM-00427,contact427@company27.com,Company 27,2024-05-19 23:24:28.945460,0,0.0,,
CRM-00428,contact428@company28.com,Company 28,2024-09-17 23:24:28.945460,0,0.0,,
CRM-00429,contact429@company29.com,Company 29,2025-11-08 23:24:28.945460,0,0.0,,
CRM-00430,contact430@company30.com,Company 30,2024-05-15 23:24:28.945460,1,53915805.0,2024-08-23 23:24:28.945460,100.0
CRM-00431,contact431@company31.com,Company 31,2025-10-17 23:24:28.945460,0,0.0,,
CRM-00432,contact432@company32.com,Company 32,2024-08-01 23:24:28.945460,0,0.0,,
CRM-00433,contact433@company33.com,Company 33,2024-06-21 23:24:28.945460,1,58325279.75,2024-08-25 23:24:28.945460,65.0
CRM-00434,contact434@company34.com,Company 34,2024-10-12 23:24:28.945460,0,0.0,,
CRM-00435,contact435@company35.com,Company 35,2025-06-20 23:24:28.945460,1,20869509.39,2025-11-02 23:24:28.945460,135.0
CRM-00436,contact436@company36.com,Company 36,2025-05-16 23:24:28.945460,1,144755172.74,2025-11-02 23:24:28.945460,170.0
CRM-00437,contact437@company37.com,Company 37,2025-08-07 23:24:28.945460,0,0.0,,
CRM-00438,contact438@company38.com,Company 38,2024-11-22 23:24:28.945460,0,0.0,,
CRM-00439,contact439@company39.com,Company 39,2024-07-11 23:24:28.945460,0,0.0,,
CRM-00440,contact440@company40.com,Company 40,2025-06-10 23:24:28.945460,1,66142350.31,2025-11-08 23:24:28.945460,151.0
CRM-00441,contact441@company41.com,Company 41,2025-11-28 23:24:28.945460,0,0.0,,
CRM-00442,contact442@company42.com,Company 42,2025-09-11 23:24:28.945460,0,0.0,,
CRM-00443,contact443@company43.com,Company 43,2024-04-27 23:24:28.945460,0,0.0,,
CRM-00444,contact444@company44.com,Company 44,2024-12-04 23:24:28.945460,0,0.0,,
CRM-00445,contact445@company45.com,Company 45,2025-11-18 23:24:28.945460,1,7664456.61,2026-02-23 23:24:28.945460,97.0
CRM-00446,contact446@company46.com,Company 46,2024-03-17 23:24:28.945460,1,25490481.48,2024-07-13 23:24:28.945460,118.0
CRM-00447,contact447@company47.com,Company 47,2025-05-03 23:24:28.945460,1,162314402.12,2025-08-09 23:24:28.945460,98.0
CRM-00448,contact448@company48.com,Company 48,2025-07-07 23:24:28.945460,1,77693917.94,2025-12-02 23:24:28.945460,148.0
CRM-00449,contact449@company49.com,Company 49,2025-12-05 23:24:28.945460,0,0.0,,
CRM-00450,contact450@company0.com,Company 50,2025-12-27 23:24:28.945460,1,59668463.9,2026-03-03 23:24:28.945460,66.0
CRM-00451,contact451@company1.com,Company 51,2025-11-10 23:24:28.945460,0,0.0,,
CRM-00452,contact452@company2.com,Company 52,2024-11-16 23:24:28.945460,0,0.0,,
CRM-00453,contact453@company3.com,Company 53,2025-07-23 23:24:28.945460,0,0.0,,
CRM-00454,contact454@company4.com,Company 54,2025-07-09 23:24:28.945460,1,209272461.2,2025-08-09 23:24:28.945460,31.0
CRM-00455,contact455@company5.com,Company 55,2024-10-26 23:24:28.945460,1,4806031.03,2024-12-01 23:24:28.945460,36.0
CRM-00456,contact456@company6.com,Company 56,2024-12-07 23:24:28.945460,0,0.0,,
CRM-00457,contact457@company7.com,Company 57,2025-03-08 23:24:28.945460,0,0.0,,
CRM-00458,contact458@company8.com,Company 58,2024-08-10 23:24:28.945460,0,0.0,,
CRM-00459,contact459@company9.com,Company 59,2024-06-10 23:24:28.945460,0,0.0,,
CRM-00460,contact460@company10.com,Company 60,2025-04-29 23:24:28.945460,0,0.0,,
CRM-00461,contact461@company11.com,Company 61,2025-06-03 23:24:28.945460,0,0.0,,
CRM-00462,contact462@company12.com,Company 62,2025-02-20 23:24:28.945460,1,52220082.33,2025-05-02 23:24:28.945460,71.0
CRM-00463,contact463@company13.com,Company 63,2026-01-20 23:24:28.945460,0,0.0,,
CRM-00464,contact464@company14.com,Company 64,2024-09-08 23:24:28.945460,0,0.0,,
CRM-00465,contact465@company15.com,Company 65,2025-11-04 23:24:28.945460,1,19130170.6,2026-03-10 23:24:28.945460,126.0
CRM-00466,contact466@company16.com,Company 66,2025-08-16 23:24:28.945460,0,0.0,,
CRM-00467,contact467@company17.com,Company 67,2025-07-04 23:24:28.945460,0,0.0,,
CRM-00468,contact468@company18.com,Company 68,2024-04-24 23:24:28.945460,0,0.0,,
CRM-00469,contact469@company19.com,Company 69,2024-11-27 23:24:28.945460,0,0.0,,
CRM-00470,contact470@company20.com,Company 70,2024-06-14 23:24:28.945460,0,0.0,,
CRM-00471,contact471@company21.com,Company 71,2025-03-24 23:24:28.945460,0,0.0,,
CRM-00472,contact472@company22.com,Company 72,2024-09-14 23:24:28.945460,0,0.0,,
CRM-00473,contact473@company23.com,Company 73,2026-01-27 23:24:28.945460,0,0.0,,
CRM-00474,contact474@company24.com,Company 74,2025-03-13 23:24:28.945460,1,7226845.1,2025-05-31 23:24:28.945460,79.0
CRM-00475,contact475@company25.com,Company 75,2025-05-30 23:24:28.945460,0,0.0,,
CRM-00476,contact476@company26.com,Company 76,2024-10-03 23:24:28.945460,1,97618060.04,2024-12-29 23:24:28.945460,87.0
CRM-00477,contact477@company27.com,Company 77,2025-09-05 23:24:28.945460,0,0.0,,
CRM-00478,contact478@company28.com,Company 78,2024-10-25 23:24:28.945460,0,0.0,,
CRM-00479,contact479@company29.com,Company 79,2024-04-19 23:24:28.945460,0,0.0,,
CRM-00480,contact480@company30.com,Company 80,2024-03-24 23:24:28.945460,0,0.0,,
CRM-00481,contact481@company31.com,Company 81,2024-04-08 23:24:28.945460,0,0.0,,
CRM-00482,contact482@company32.com,Company 82,2025-01-28 23:24:28.945460,0,0.0,,
CRM-00483,contact483@company33.com,Company 83,2024-08-16 23:24:28.945460,0,0.0,,
CRM-00484,contact484@company34.com,Company 84,2024-03-23 23:24:28.945460,1,70968563.83,2024-07-07 23:24:28.945460,106.0
CRM-00485,contact485@company35.com,Company 85,2024-12-12 23:24:28.945460,0,0.0,,
CRM-00486,contact486@company36.com,Company 86,2024-06-09 23:24:28.945460,0,0.0,,
CRM-00487,contact487@company37.com,Company 87,2025-05-20 23:24:28.945460,1,39783457.72,2025-10-02 23:24:28.945460,135.0
CRM-00488,contact488@company38.com,Company 88,2024-07-15 23:24:28.945460,1,242839990.58,2025-01-05 23:24:28.945460,174.0
CRM-00489,contact489@company39.com,Company 89,2024-12-22 23:24:28.945460,0,0.0,,
CRM-00490,contact490@company40.com,Company 90,2025-08-28 23:24:28.945460,0,0.0,,
CRM-00491,contact491@company41.com,Company 91,2025-12-31 23:24:28.945460,0,0.0,,
CRM-00492,contact492@company42.com,Company 92,2024-08-05 23:24:28.945460,0,0.0,,
CRM-00493,contact493@company43.com,Company 93,2025-05-03 23:24:28.945460,1,25131153.44,2025-09-24 23:24:28.945460,144.0
CRM-00494,contact494@company44.com,Company 94,2025-01-11 23:24:28.945460,1,155704808.43,2025-07-08 23:24:28.945460,178.0
CRM-00495,contact495@company45.com,Company 95,2026-01-31 23:24:28.945460,1,43047537.03,2026-07-29 23:24:28.945460,179.0
CRM-00496,contact496@company46.com,Company 96,2024-06-15 23:24:28.945460,1,19284111.77,2024-07-30 23:24:28.945460,45.0
CRM-00497,contact497@company47.com,Company 97,2025-04-16 23:24:28.945460,0,0.0,,
CRM-00498,contact498@company48.com,Company 98,2025-06-04 23:24:28.945460,1,56050699.17,2025-11-22 23:24:28.945460,171.0
CRM-00499,contact499@company49.com,Company 99,2024-10-01 23:24:28.945460,1,16019447.63,2025-02-12 23:24:28.945460,134.0
